,fraction_voters_Republican,fraction_voters_Democrat,fraction_winners_Republican,fraction_winners_Democrat,medians,total_voters,total_winners,label,map,voting_method
72,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[28.5, 54.4, 28.5, 41.6, 54.4, 36.5, 47.2, 54.4, 47.6, 72.9, 47.6, 64.4, 47.6, 60.0, 47.6, 57.2]",19983,16,test,2,thiele_pav
73,0.5743381874593404,0.42566181254065955,1.0,0.0,"[28.5, 28.5, 28.5, 28.5, 28.5, 28.5, 28.5, 28.5, 47.6, 47.6, 47.6, 47.6, 47.6, 47.6, 47.6, 47.6]",19983,16,test,2,thiele_approvalindependent
74,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[28.5, 72.6, 28.5, 58.4, 28.5, 50.6, 28.5, 44.1, 47.6, 85.5, 47.6, 75.9, 47.6, 69.7, 47.6, 65.6]",19983,16,test,2,thiele_squared
75,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[47.9, 72.6, 47.9, 64.7, 47.9, 60.5, 47.9, 57.6, 27.9, 54.2, 27.9, 41.6, 54.2, 36.3, 47.2, 54.2]",19983,16,test,2,thiele_pav
76,0.5743381874593404,0.42566181254065955,1.0,0.0,"[47.9, 47.9, 47.9, 47.9, 47.9, 47.9, 47.9, 47.9, 27.9, 27.9, 27.9, 27.9, 27.9, 27.9, 27.9, 27.9]",19983,16,test,2,thiele_approvalindependent
77,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[47.9, 85.1, 47.9, 75.6, 47.9, 69.6, 47.9, 65.9, 27.9, 73.2, 27.9, 58.3, 27.9, 50.5, 27.9, 43.9]",19983,16,test,2,thiele_squared
78,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[44.2, 70.1, 44.2, 61.3, 44.2, 56.3, 44.2, 53.8, 30.8, 57.6, 30.8, 46.0, 57.6, 39.9, 51.1, 37.2]",19983,16,test,2,thiele_pav
79,0.5743381874593404,0.42566181254065955,1.0,0.0,"[44.2, 44.2, 44.2, 44.2, 44.2, 44.2, 44.2, 44.2, 30.8, 30.8, 30.8, 30.8, 30.8, 30.8, 30.8, 30.8]",19983,16,test,2,thiele_approvalindependent
80,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[44.2, 83.9, 44.2, 73.0, 44.2, 66.8, 44.2, 62.6, 30.8, 75.4, 30.8, 61.8, 30.8, 53.2, 30.8, 48.0]",19983,16,test,2,thiele_squared
81,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[43.8, 69.7, 43.8, 60.8, 43.8, 56.0, 43.8, 53.6, 31.1, 57.9, 31.1, 46.4, 57.9, 40.3, 51.4, 37.7]",19983,16,test,2,thiele_pav
82,0.5743381874593404,0.42566181254065955,1.0,0.0,"[43.8, 43.8, 43.8, 43.8, 43.8, 43.8, 43.8, 43.8, 31.1, 31.1, 31.1, 31.1, 31.1, 31.1, 31.1, 31.1]",19983,16,test,2,thiele_approvalindependent
83,0.5743381874593404,0.42566181254065955,0.5625,0.4375,"[43.8, 83.4, 43.8, 72.5, 43.8, 66.3, 43.8, 62.5, 31.1, 75.7, 31.1, 62.1, 31.1, 53.5, 31.1, 48.8]",19983,16,test,2,thiele_squared
