,overall_hash,map_hash,settings_hash,state,state_num,N_districts,N_VOTERS_STV,N_CANDIDATES_PER_DISTRICT_GROUP,DISTANCE_FUNCTION,N_STV_CANDIDATES_MAX,VOTER_RAW_FILENAME,N_VOTERS,FEATURE_COLS,GROUP_COL,LOADING_FROM_DATA,fraction_voters_Democrat,fraction_voters_Republican,fraction_winners_Democrat,fraction_winners_Republican,medians,total_voters,total_winners,cohesion_partisan_score,cohesion_geographic,run_label,voting_method
193,279e513253d79646162e1f4f86e183be8c97dc7effebc7643a0b20d6f70191d2stv,8c97dc7effebc7643a0b20d6f70191d2,279e513253d79646162e1f4f86e183be,OH,39,16,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.1875,0.8125,"[13.8, 2.2, 5.9, 97.5, 4.8, 13.7, 11.2, 16.6, 6.0, 18.0, 96.7, 33.5, 25.3, 8.2, 10.2, 98.1]",10000,16,-33.56380581713986,-28621.366633595164,2000votersstv,stv
194,279e513253d79646162e1f4f86e183be3045bd31cec978d8a7ad59c00f81c85fstv,3045bd31cec978d8a7ad59c00f81c85f,279e513253d79646162e1f4f86e183be,OH,39,16,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.1875,0.8125,"[17.1, 21.1, 4.8, 97.5, 21.7, 15.3, 8.7, 16.6, 9.6, 7.1, 96.7, 18.7, 27.4, 26.5, 11.6, 99.1]",10000,16,-34.48657410374938,-29139.81227763436,2000votersstv,stv
195,279e513253d79646162e1f4f86e183be97af7f6f9cc27c6c6425a6caa7ca0c16stv,97af7f6f9cc27c6c6425a6caa7ca0c16,279e513253d79646162e1f4f86e183be,OH,39,16,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.1875,0.8125,"[11.1, 99.4, 21.9, 27.1, 8.7, 13.5, 3.3, 13.7, 2.2, 96.7, 7.1, 23.6, 29.4, 21.1, 27.1, 99.1]",10000,16,-34.03295947753192,-27237.29620105413,2000votersstv,stv
196,279e513253d79646162e1f4f86e183beb6677c511d44a54d509457b773f459e3stv,b6677c511d44a54d509457b773f459e3,279e513253d79646162e1f4f86e183be,OH,39,16,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.25,0.75,"[11.1, 99.4, 25.1, 27.1, 8.7, 13.5, 3.3, 29.8, 2.6, 96.7, 14.0, 6.9, 8.4, 21.1, 92.1, 98.1]",10000,16,-34.46850764450741,-26769.48130887685,2000votersstv,stv
197,279e513253d79646162e1f4f86e183be29255270c24d5f8828ee26073e645bfestv,29255270c24d5f8828ee26073e645bfe,279e513253d79646162e1f4f86e183be,OH,39,8,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.375,0.625,"[92.2, 14.3, 17.1, 93.0, 1.6, 13.8, 99.3, 8.2, 5.9, 96.9, 92.2, 13.5, 97.8, 25.9, 26.5, 6.3]",10000,16,-35.11352773840525,-42727.17104455672,2000votersstv,stv
198,279e513253d79646162e1f4f86e183be4cf4df7b3f5c0723d4c2dc7148797f65stv,4cf4df7b3f5c0723d4c2dc7148797f65,279e513253d79646162e1f4f86e183be,OH,39,16,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.25,0.75,"[14.0, 8.2, 9.6, 27.1, 25.1, 13.5, 3.3, 21.1, 97.9, 96.7, 11.1, 29.0, 1.4, 13.8, 92.1, 99.1]",10000,16,-34.126349164888694,-27556.00752716032,2000votersstv,stv
199,279e513253d79646162e1f4f86e183be8410b147e1f0b40a48f57b973de38dcdstv,8410b147e1f0b40a48f57b973de38dcd,279e513253d79646162e1f4f86e183be,OH,39,8,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.375,0.625,"[97.8, 27.6, 5.9, 94.4, 84.5, 12.5, 17.1, 92.8, 99.3, 8.2, 13.8, 1.1, 33.3, 99.1, 21.9, 9.1]",10000,16,-34.995867757142264,-44128.60456298782,2000votersstv,stv
200,279e513253d79646162e1f4f86e183beb538597be5d5124fe10f8f0d03ec3a9cstv,b538597be5d5124fe10f8f0d03ec3a9c,279e513253d79646162e1f4f86e183be,OH,39,8,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.375,0.625,"[99.3, 18.9, 93.0, 17.1, 84.5, 12.5, 5.9, 96.9, 21.9, 9.1, 13.8, 1.1, 27.6, 98.3, 99.3, 24.6]",10000,16,-35.02903685992065,-44235.52547510767,2000votersstv,stv
201,279e513253d79646162e1f4f86e183bece03ac190a0aa8e539513c5983762c5fstv,ce03ac190a0aa8e539513c5983762c5f,279e513253d79646162e1f4f86e183be,OH,39,16,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.25,0.75,"[23.6, 8.2, 8.7, 23.0, 14.0, 11.9, 3.3, 1.7, 97.9, 96.7, 27.1, 99.1, 29.0, 13.8, 92.1, 25.5]",10000,16,-34.1624772403813,-28068.91121209439,2000votersstv,stv
202,279e513253d79646162e1f4f86e183beb5d82fbfb6e2c1aec3098cb58feb5af0stv,b5d82fbfb6e2c1aec3098cb58feb5af0,279e513253d79646162e1f4f86e183be,OH,39,8,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.375,0.625,"[13.8, 1.1, 20.4, 93.0, 84.5, 12.5, 5.9, 96.9, 7.9, 19.4, 22.1, 92.2, 8.2, 99.4, 14.3, 82.1]",10000,16,-34.96745254861038,-46225.63234118253,2000votersstv,stv
203,279e513253d79646162e1f4f86e183be64a8f628ad6c5daab0fa1ae363a1cf9bstv,64a8f628ad6c5daab0fa1ae363a1cf9b,279e513253d79646162e1f4f86e183be,OH,39,16,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.3125,0.6875,"[13.8, 11.1, 21.3, 23.0, 14.0, 10.7, 3.3, 96.7, 98.1, 93.8, 26.1, 97.9, 27.1, 18.6, 92.1, 23.6]",10000,16,-34.09764380571482,-26289.87958770907,2000votersstv,stv
204,279e513253d79646162e1f4f86e183bee9f4dad20bf8ac6a2a35dfcaa0cf344estv,e9f4dad20bf8ac6a2a35dfcaa0cf344e,279e513253d79646162e1f4f86e183be,OH,39,16,2000.0,1.0,party_first_then_partisanscore,1000.0,data/OH_individuals_with_FIP_more.csv,10000,['dem_partisan_score'],party,True,0.4144,0.5856,0.1875,0.8125,"[19.5, 96.7, 17.1, 1.9, 12.4, 10.7, 4.8, 1.7, 82.1, 24.6, 26.1, 25.9, 27.1, 13.8, 99.2, 21.1]",10000,16,-34.85071684919765,-26821.587612888827,2000votersstv,stv
