census_FIP,race,dem_partisan_score,party,education,income
42101006500,African-American,97.64513444485229,0,31.766800252606856,
51730811000,African-American,100.12263494574029,0,55.95404876463611,14.196801874421107
29037060100,Caucasian,71.80971386169631,0,44.18067672824695,29.59516148910664
17031803701,Caucasian,2.242888925018265,1,75.68771813070742,
36091061200,Caucasian,93.4820476956815,0,82.21392176339893,198.74161585708532
27053025605,Caucasian,80.03524386550112,0,71.2373354350063,62.42052454275278
37023020302,Caucasian,98.8648615926947,0,20.52723171201297,33.115720904025196
41037960200,Caucasian,30.038039873119633,1,17.309336671452776,31.070659948507014
53033031204,Caucasian,16.342084741316334,1,89.00376589224773,153.28462789698818
4013420706,Uncoded,89.26475351187672,0,27.00120868004153,34.475042905135766
33013038500,Caucasian,98.40220718499243,0,21.01151449868221,56.29211296359509
35025000503,Hispanic,63.377183895528425,0,31.45083456464826,91.466709520678
48201411900,Caucasian,98.65027035763492,0,43.46441818683029,354.43246921030914
25025091500,Caucasian,93.75465105380937,0,33.61574448918428,136.67542938385108
26077000500,Caucasian,88.01979091364801,0,72.77462877381038,34.44819335500677
1073004200,African-American,93.7828331429022,0,24.88131893048965,
29175490600,Caucasian,24.999669290636376,1,23.63494405938128,47.33494461498091
16027021700,Caucasian,23.86101909845894,1,74.28333455828582,42.259925306424535
36103159204,Caucasian,85.11192605634545,0,27.035412983528207,160.2984140580496
13135050220,African-American,92.18725761866831,0,17.878655906917217,
19153010203,Caucasian,44.106995097163484,1,54.323108307506445,123.46737509875848
26163523400,Hispanic,84.03529602117949,0,17.30180290345809,
47031970802,Caucasian,6.455732924041977,1,25.69861280923296,
55109120501,Caucasian,48.6606975589989,1,50.27016088078252,
24025306300,Caucasian,2.65944942171469,1,49.401449892532426,139.18586708910675
32003004716,Caucasian,82.95687773395737,0,25.48423518077984,
48339690601,Caucasian,7.492634223548701,1,60.14111915972232,36.30500267322347
44003022201,Caucasian,5.032477624298855,1,40.29320810010537,
36113070900,Caucasian,10.332628594181404,1,60.23370529572719,69.06642421207573
16001000600,Caucasian,85.255278295975,0,37.05053391552341,156.94110200726624
42029300900,Caucasian,2.1208229204258218,1,59.45905446088648,98.99202745094306
9009345202,Caucasian,93.7188960066975,0,15.260253634748072,32.29330169952316
48029191809,Caucasian,16.3889893030224,1,66.3838169752397,118.2682497848537
6041102100,Caucasian,96.54988585617852,0,17.221503046029465,94.19422244140257
6037531701,Hispanic,97.71767671480549,0,6.274343743857939,111.96872390495317
6037408401,Hispanic,3.9720225335888832,1,46.28785900376442,47.49069519779417
29095014400,Caucasian,63.202445370738516,0,32.07239551200313,
6073020810,Caucasian,-2.7725198809781357,1,51.81056742805594,
51650010310,Caucasian,102.74729125368117,0,52.423366747080976,
53033001200,Caucasian,83.18147928020792,0,25.379189742496308,
48201252100,Hispanic,69.04597135071924,0,44.9336802045128,44.47796626936319
53061052804,Hispanic,56.221257236083034,0,15.587141192002537,32.818720370786615
34025809704,Caucasian,-3.9442342531403805,1,73.17864503536839,
48073950200,Caucasian,9.460749604856304,1,47.68165441363635,
6037535803,Hispanic,99.35438140854944,0,20.422059662179993,
18057110908,Caucasian,-2.0966085187950183,1,46.23011463518388,120.51681554031505
6053000104,Hispanic,89.43952025494285,0,49.94808178338278,45.511217138972484
36069051900,Caucasian,84.46097258892073,0,27.1325334576966,17.127507788082543
34013019200,Caucasian,97.3418374913495,0,92.02230747699157,294.0648440874771
48499950700,Caucasian,0.4364266939098009,1,22.08641626073289,22.16438406792333
42131400200,Caucasian,-1.067898902535235,1,43.873690992535025,86.62738088684878
42063961600,Caucasian,44.888492411400215,1,25.02640141363813,221.44496835313086
42029304300,Caucasian,46.98080202087001,1,,75.75803644531321
12031014202,Caucasian,92.96943709412628,0,71.82052125731289,122.67314056375675
42101030000,Hispanic,97.33039773453515,0,35.29243322752944,
55059002904,Caucasian,1.9471658170870314,1,56.046032790403935,35.28036331548623
18033020300,Caucasian,11.514257079460918,1,40.32731793596883,46.3182610411119
47037019400,Caucasian,87.24947513228742,0,64.88578952214681,69.38615748688201
25021410100,Caucasian,1.5945176922185587,1,35.35573633690842,193.90182005975558
48085031612,Caucasian,3.4283880107499725,1,78.9623816243461,7.37454801667942
12095017103,Caucasian,74.53480513231955,0,41.064628439361236,
18141010200,Caucasian,36.64952240572629,1,29.620303290734206,
22103040604,Caucasian,2.596123487301352,1,56.93738880762139,45.26391336377124
39165030504,Caucasian,99.70663250621838,0,83.81561108647264,124.62411555146925
29077004802,Caucasian,40.1800214046859,1,53.25428424322421,31.06117878001337
24021751903,Caucasian,1.842771503427111,1,80.32585056096245,103.24699643037638
39119911800,Caucasian,3.1671501588783517,1,35.194427119392294,110.2737963617944
25017373800,Caucasian,80.712361606686,0,65.63014515859867,
48201555501,Caucasian,5.89643031169738,1,48.724370354537065,89.4981449938949
12057013916,Hispanic,78.74223726896378,0,71.18806297110505,58.4323093099005
44009050901,Caucasian,32.29643965827982,1,84.43658535491038,106.32055320891108
21111007800,Caucasian,94.8034985691903,0,54.587178541452694,96.8287028530409
6025010500,Hispanic,96.76615253639407,0,50.61065132337404,73.00986154618883
21203950200,Caucasian,1.40570030717649,1,45.73063318819227,44.618990023914165
40049681800,Caucasian,20.206382252612162,1,16.430996963841952,62.6930275143958
4025001900,Caucasian,98.51045295130685,0,34.42775802627257,5.298487405462417
29099700801,Caucasian,29.318111225005953,1,53.307988903788576,107.8207856805825
4013110802,Caucasian,89.73356990656374,0,72.58959371249657,24.480083049339797
40115574200,Caucasian,97.09932891917494,0,17.999211589645384,101.96136354604735
42003414102,Caucasian,3.305644343928492,1,58.73627112331972,
22103040801,Caucasian,19.811172239503463,1,39.405833891979576,
6085509600,Hispanic,98.47280714416577,0,51.863138936350424,335.46421419513763
12101031506,Caucasian,1.7465255092540535,1,71.14313902022542,67.94794839463982
18089040600,Caucasian,53.31637122844165,0,21.251955551477863,36.85849120495167
48471790400,Caucasian,5.219694232612368,1,15.924042826547078,33.05153778834084
9007560200,Caucasian,83.40263572012601,0,49.456872836285896,15.378304137048389
6037503401,Caucasian,71.0465543241558,0,64.13706658609134,
31153010503,Caucasian,56.36166953116342,0,27.012440916760454,239.59544490682222
34013023200,African-American,98.65146038470559,0,12.305493696874171,271.68231195268777
37127011200,Caucasian,32.100758825159815,1,33.6654481572058,118.33700875514276
48029131503,Hispanic,42.00010755495171,1,19.764969243020733,38.37952058572475
29095014005,Caucasian,9.516391913398465,1,12.944636124679104,71.19498292503822
17031804611,Caucasian,24.06378978686838,1,26.540513093042783,
17197881005,Caucasian,-5.113238321732265,1,81.47465215688172,200.35591596458954
12091022100,Caucasian,1.3598174769364766,1,69.99903202835205,
13121008201,African-American,98.4102133277471,0,67.33525669393597,31.442607413609522
6037261102,Caucasian,93.8764756112354,0,56.915528707656094,400.78174513599447
24033800509,African-American,102.597810348494,0,73.55267715238396,120.264563827817
18093951200,Caucasian,100.74347197206008,0,36.19624702682356,
29189219600,Caucasian,88.3810064052785,0,26.102917341979076,51.30065206355622
6037462700,Caucasian,88.17983210292375,0,78.23160968601627,96.99028289918667
47157009200,Caucasian,38.31563253603606,1,29.532019172989365,83.50122474723844
53033008600,Caucasian,103.07226476232401,0,85.68632878837538,173.70443526510076
37119005911,Caucasian,0.06317333988803497,1,40.5289291346532,180.7922942530514
8035014008,Caucasian,7.618786207714509,1,71.73843579717689,157.06674022686045
37063001802,African-American,98.61639438719915,0,33.90886616978474,63.697992984041406
42079215702,Caucasian,96.67419610636773,0,15.101851398293714,48.362870965579155
47157007300,Caucasian,20.952159385239362,1,67.16555895287671,
6067007802,Caucasian,51.98136319076288,0,33.38895093389557,
17111871004,Caucasian,57.855492329891334,0,44.74044493633645,
29095012300,Caucasian,25.716379707734795,1,83.2136329486238,53.860952139055506
17197883517,Caucasian,8.011051067583796,1,24.182091273120548,147.28911620250398
48439113907,Caucasian,8.928695952096419,1,25.180281861908703,
39049009210,Caucasian,88.99852984535829,0,63.7922841432145,
6065042213,Hispanic,97.57970541875764,0,45.54460840993579,
6037920110,Caucasian,29.108738452157645,1,55.185200484277594,114.83766267735454
34027046201,Caucasian,76.04255643472916,0,61.08455960665767,36.61221060634632
8001008309,Caucasian,72.46894094205462,0,47.58387819490976,
6067004004,Caucasian,99.56146868655836,0,42.82465044723828,65.64688136916021
26163593200,Caucasian,95.97744093787495,0,58.72024747415969,
18089012700,African-American,88.90389550933753,0,13.721078793188815,
18039001802,Caucasian,68.44826274073702,0,7.608717505959886,57.38718065838182
16011950300,Caucasian,29.182923012343245,1,56.37072848502795,
12085001404,Caucasian,97.32936519981885,0,32.882196434949634,2.267078861867496
12005000300,Caucasian,-0.03143667997031496,1,9.618621690063215,155.4782180860407
2122001300,Caucasian,-0.8941293648897917,1,33.82031500143912,86.62795955927578
37129012101,Caucasian,2.0066119873151798,1,50.58181620191616,
34017012300,Hispanic,91.40922977621082,0,53.44044375566819,
36071013700,Caucasian,82.63696808049184,0,35.19726989255876,
9003502300,Caucasian,83.58732938276185,0,35.04120713920896,
28017950200,Caucasian,3.218448610832719,1,,
45023020800,Caucasian,42.12669802680559,1,18.159288021538806,124.0556679917227
26163541100,African-American,92.39270585049935,0,25.89480867191709,
37119001508,Hispanic,95.19285240030712,0,55.61658946519864,70.13693461020367
25021412200,Caucasian,107.31106282457283,0,62.49933254970997,
17031040401,Caucasian,98.17949685977864,0,68.1158223835299,
12095017400,Caucasian,-2.9689722340606526,1,17.413104766091394,
26155031700,Caucasian,79.99503099718673,0,5.821662338132554,
13135050422,African-American,97.19958297883684,0,11.572840298293416,
6037208610,Hispanic,96.44420069721255,0,30.17435829868003,
26099230300,Caucasian,84.51260503060676,0,63.19189856573475,163.9787574494654
48453001769,Caucasian,2.144045062212488,1,31.122077401521974,76.31837758179331
20107955100,Caucasian,2.190943934271848,1,31.552250318960443,89.44898180415689
13013180103,Caucasian,1.2344324712024388,1,63.008153796135794,48.61644351790184
9001020400,Caucasian,31.258810642852556,1,83.17622391725843,248.3848616777338
48441013300,Caucasian,17.523781833460124,1,14.037458965028984,26.893420350986695
55107960300,Caucasian,62.82124266832986,0,54.732784095195186,
5125010406,Caucasian,17.37897215185001,1,11.03283234784577,117.61162050501059
37067000900,Caucasian,55.0242724065608,0,40.64161899398855,
37071031302,Caucasian,97.55200671566381,0,71.93300936087066,37.20539505787703
37119003500,Caucasian,56.92103973336204,0,76.05089761974747,
48085031405,Asian,61.204374356169836,0,17.733036886811533,
12071010409,Caucasian,98.14023744494835,0,81.21270067765379,69.64437945819074
12083000801,Caucasian,0.062392518636804506,1,73.57718989721151,82.24306407788141
48201520601,Asian,0.7131913740377414,1,71.65456351944704,3401.8835571022414
29059480300,Caucasian,10.751877921607115,1,17.955224202314415,-0.13978909839852705
17143003401,Caucasian,99.13581584703786,0,24.117511755969453,
24031701505,African-American,107.26044174266023,0,78.48295782204171,
48157672701,African-American,15.421582743048926,1,43.670204593753134,57.502270249622
13115000900,Caucasian,-0.11462021166541203,1,18.945400500343982,12.762145697683392
47157008000,African-American,101.62381527576014,0,46.09296657301909,134.86475343444775
6111001101,Caucasian,97.41001745511488,0,61.31226366603757,171.2085560307773
1073011109,Caucasian,8.329897796279498,1,49.49644234175737,133.6763010266952
39021011506,Caucasian,22.74267631373352,1,33.669633262252304,83.64188642518896
22005030500,Caucasian,102.37852586619529,0,56.63785570900166,106.0720248980661
55059001400,Caucasian,81.39842810300992,0,49.00740998757826,50.34359686553588
48347951100,Caucasian,68.82222870171537,0,15.060599997906953,652.6109761670524
13067030601,Hispanic,63.226090546352964,0,21.63441532521655,69.28698845953399
17097864407,Caucasian,6.778230197211066,1,88.41332204943714,
45091061006,Caucasian,52.39772813207321,1,38.9417810101143,
31127968100,Caucasian,-5.963327447213462,1,31.350196288123072,
17019001100,Caucasian,59.077365220828725,0,62.480122183552965,35.78184298240779
6071002010,Caucasian,9.896370171198647,1,43.823994403859,
42003426300,Caucasian,66.70546725108981,0,61.479592483364684,33.41867936051045
55101000800,Caucasian,72.13737038795792,0,60.825606303030405,47.59388902349507
48469001606,Caucasian,12.873487521782955,1,58.679235867306836,206.05979378439986
6059074111,Caucasian,12.787883363426346,1,74.26562092118519,20.506437625881734
1095030702,Caucasian,11.395309786749316,1,78.81629278670633,109.95139220246081
13121007706,African-American,99.61788375355466,0,71.54058754890957,88.56148106027229
49035100700,Caucasian,37.182987237654785,1,79.73922542749716,115.38042992689574
34003027000,Caucasian,93.61545269600491,0,65.89255353674393,
29077003600,Caucasian,65.89897804059093,0,16.37794882420093,38.93342032494206
51139030300,Caucasian,9.142514914604405,1,13.779819481177585,160.3877855278107
48201311000,Hispanic,86.89795316522753,0,7.156626406840152,0.9827530900150929
12021011105,Caucasian,4.349568615458846,1,84.77524077767181,17.053092603459593
13089023601,African-American,100.09817907219434,0,34.01927017599195,36.95316989617765
51167030300,Caucasian,19.823133911918493,1,14.167183688813008,
26075005000,Caucasian,89.8725186841412,0,43.27225399689511,
26075006301,Caucasian,12.27253073609388,1,16.494038879448553,73.69716105875986
26125167500,Caucasian,83.8740434365407,0,79.25838417207201,45.688045604814135
39029952100,Caucasian,83.13189521110812,0,25.883387577935704,
12053040202,Caucasian,-1.0659495704826605,1,19.954856512176065,11.036856845384616
51059482503,Caucasian,79.18867613800707,0,78.45847432945997,
45013001101,African-American,94.66231971577918,0,54.408748111617996,114.32112156458506
18099020302,Caucasian,13.187779716859088,1,26.773016035113557,
39043040500,Caucasian,-0.607376522869125,1,68.42069025878921,97.65367525047287
22049970400,African-American,96.68388157656726,0,16.649119654528995,59.63401708764383
35028000200,Caucasian,-4.3857477484077165,1,86.44152498199414,182.06293413211307
12097042500,Caucasian,4.4970412207046095,1,28.718827517884222,37.49050110627151
26163579600,African-American,101.30791931418912,0,23.23428090730158,78.56349526523977
9005260200,Caucasian,77.96959112028398,0,76.09777283176277,
37171931102,Caucasian,63.67378174576439,0,43.76602209359356,
39153531601,Caucasian,2.496327954777847,1,70.93799019983331,49.095727971547525
6055201401,Uncoded,4.862530996599693,1,71.822075827611,
39037555000,Caucasian,12.357522196555504,1,14.662583546180116,31.694092498677456
37119005711,Caucasian,98.9704684747712,0,27.141565289348726,50.73883280380905
55025000402,Uncoded,87.68002276308556,0,62.82451478067797,65.02716651260502
36017970802,Caucasian,103.55260840069603,0,36.55712370943465,
19113002400,Caucasian,67.13821046283438,0,21.743037385943325,-15.24253900721116
40137000300,Uncoded,5.407653943912675,1,31.91414633460443,
